name,rating,price,restaurant_type,address,combined_desc_reviews_type
Le tablier rouge,4.5,,Restaurant,"40 Rue de la Chine, 75020 Paris 20",several year lunch dine regularly nice little restaurant rue de la china 20th arrondissement good atmosphere make friend good cooking bravo tasty chef good homemade kitchen take 12 portion goodquality report large choice wine reasonable price warm atmosphere good welcome thank louann making u discover place could put detoiles would far best restaurant paris kitchen exceptional quality servicewhen jhabitais rue de la chine lhabit regularly go excellent address 20th arrondissement refined kitchen warm decor good wine recommend special mention fish located 20th arrondissement jy returned lifting restrictionstoilets dish delicious service think due containment exit take short time Restaurant
Chez Papa,4.3,30.0,French restaurant,"85 Av. Gambetta, 75020 Paris 20",kept memory succulent potato home cooking papa restaurant near montparnasse less good still nice 2 time restaurant disappointed foie gras delicious duck breast succulentnunegood restaurant address recommend good restaurant beautiful culinary reference south ouestnla wine map deserves better bottle homemade dessert good meal thensemble French restaurant
Odette et Charlus Pyrénées,4.5,30.0,Restaurant,"44 Rue des Pyrénées, 75020 Paris 20",good table brasserie atmosphere welcoming warm staff kitchen side good mastery cooking simple dish well elaborate typical parisian bistro square centimeter used tight table atmosphere canteen jadorenles dish brasserie well prepared varied tastyand warm welcome léquipe dish appetizing service fairly fast restaurant well located rue de pyrénées possibility eat terrace good value money Restaurant
Chéri-Chérie.,4.6,40.0,French restaurant,"203 Av. Gambetta, 75020 Paris 20",tested restaurant part léquipe birthday evening warm provided excellent service card also diversified burger fish red meat best memory dessert pleasure lunch last week charming restaurant latmosphèrecozy ecolo decoration creative recycling create warm family laccueil atmosphere friendly even personalized go eye closed everything excellent service quality product plate syndacle price reasonable compared tothe quality offered recommend come back French restaurant
Le Bouclard,4.7,,French restaurant,"1 Rue Cavallotti, 75018 Paris 18",quaint restaurant specializing homestyle comfort food plate based inherited recipe french cuisine love made quality homemade retro setting jolinle service little care honor french cuisine nun tribute homemade catering nune tambouille franchouillarde made recipe grandmother laccueil one myfavorite restaurant parisian kitchen excellent brilliant lambing whether noon evening nle chicken specialty dish delicious nallez closed eye let guided jacqueline jadore restaurant everything authentic human warmthand unusual cross magical place often meet artist evening next table lassiette happiness price really excellent castle charm parisian restaurant lath bos friendly come back French restaurant
La Boîte aux Lettres,4.8,30.0,French restaurant,"108 Rue Lepic, 75018 Paris 18",creative unpretentious french main salad cake cozy bistro robust wine list nice restaurant good atmosphere interesting card surprise tasty little long service 2 server serve deserving nice place good time friend thank nice server cute qat best super good address much lunch dinner beautiful slate varies start -ups flatflatssert total starterplatdestert also super nice formula bit everything excellent address montmartre brasserie offersa card good dish perfectly cook quantity completely correct dish tasty well seasoned enjoyed ate almost dish homemade delicious price really competitive regard thequality ingredient kitchen complicated find better neighborhood term value money superb homemade kitchen address bally specifies delicious countryside terrine coming good cold meter service considerate andrelaxed wine list good quality associated advice also great time change anything well done French restaurant
Le Petit Moulin,4.6,30.0,French restaurant,"17 Rue Tholozé, 75018 Paris 18",funky intimate space offering cured meat cheese plate plus dessert wine new visit wine bar real disappointment service average mixed board less good visit establishment big thank lepetit moulin memorable evening bar simply great especially thanks tohis manager whose personality absolutely incomparable evening take unique friendly turn table 6 birthday dish arrived time except mine put 20mn served sexcuse bos offered u ahonest wine bottle neighborhood wine bar parisian titi atmosphere essential address montmartrois district delightful wine tasty cold meat excellent value money exceptional reception see new control recently wework family pleasure good pinards good beer quality product well home good simple without impressive chichi collection whiskey place place go get idea French restaurant
Bistro L'Olivier,4.8,40.0,Restaurant,"88 Rue Ordener, 75018 Paris 18",traditional hearty meal dessert wine served warmly furnished restaurant terrace restaurant deserves 10 star big thank waitress busy u warm welcome good advice choice slowness dessert service fast succulent dish dressage plus eatwell eye test without delay beautiful warm place friendly kitchen good personally took risotto millefeuille pistachio good spent good evening recommend place well eateneverything good sweet potato fry crisp melting must tasty burger hungry take photo Restaurant
Al Caratello,4.7,30.0,Italian restaurant,"5 Rue Audran, 75018 Paris 18",everything good simple kitchen effective portion generous lendroit nice price really correct personal capital adorable start end meal food super good dish generous price veryaffordablenjai much loved dish truffle sauce especially lescalope calf small cute restaurant go unnoticed tourist district nreservez sure place evening room quickly full Italian restaurant
Le Lamarck,4.8,,Restaurant,"8 Rue Lamarck, 75018 Paris 18",small restaurant hidden near sacred heart top service good advice kitchen excellent generous good value money small convivial room noisy annual dinner dinner lamarck staff carea picturesque decor pleasant exclusive time huge thank ate wednesday noon dentreprise meal choose washing menu dropped dish modified rabbit parmentier sauce instead pig andpiece beef pepper sauce instead Restaurant
Le Ruisseau - PARIS 18,4.5,20.0,Hamburger restaurant,"65 Rue du Ruisseau, 75018 Paris 18",beef chicken veggie burger craft beer cocktail plus popular brunch chic space best paris burger restaurant nles burger absolutely delicious excellent fry gourmet dessert favorite burger 3 year since come stream understand never noted nleur burger perfectthey lot variety plus burger better hamburger paris try disappointed unfortunately succeeded try competition good recommend force test Hamburger restaurant
"Le bon, la butte",4.6,,Restaurant,"102 ter Rue Lepic, 75018 Paris 18",friendly friendly setting tasty homemade kitchen close meal staff welcoming caring great time highly recommend nice good product well cooked service denquality pleasantdiscovery reception perfect well excellent cuisine servicenla took different dish excellent advice vinnorterly recommended give little trouble go go little place worth nice diverse friend card reduced guarantee qualityknives took lunch menu everything excellent service pleasant Restaurant
Signature,4.9,,Asian fusion restaurant,"12 Rue des Trois Frères, 75018 Paris 18",sophisticated asian fusion cuisine korean flair plus wine elegant intimate setting beautiful franco korean family story japanese touch adored dish presented original way owner passionate accompany dinner make dream super service welcoming montmartrenhôte restaurant youaccompanies along rigorous delicious rigorous delicious meal surprising original kitchen treat server kindness heaven timeless moment treat without equal come back Asian fusion restaurant
La Couvée Montmartre,4.8,,French restaurant,"32 Rue Véron, 75018 Paris 18",good restaurant try montmartre looking french cuisine little doriginality touch located minute sacredor restaurant family dinner small nugget dinner culinary level real beautifulsalle beautiful material friendly friendly good taste party accessible sympathetic first time u super dinner spent head fresh delicious mackerel beet compote excellent light tasty duck duck breastwith pleasant unexpected mint puree warm moment family restaurant staff care smile humor excellent homemade dish really good time beautiful address fell little chance since ourother option closed absolutely regret icinla kitchen well done right nicely decorated service pleasant French restaurant
Le 975,4.8,,French restaurant,"185 Rue Marcadet, 75018 Paris 18",tasting menu inventive global dish tiny pareddown bistro fulllength window always good 18th rigor japanese chef friendly warm lunchtime formula took linflation midi formula always rather interesting epd25n good restaurant street delight nothing redire everything discoverrecommend service impeccable plate beautiful meal tasty simple daffitary lunch finally good time chose restaurant 2 year boyfriend delighted flat dessert choice everything verygood even delicious champagne maurice grumier excellent liked lot flat dessert everything good type restaurant lon family friend two spoiled 18th French restaurant
L'Étoile de Montmartre,4.1,30.0,Bistro,"26 Rue Duhesme, 75018 Paris 18",nice place drink glassnle decor cute outdoors length would need beauty little style good parisian bistro eat good classic dish revisited large enough accommodate group 2 room addition terracealso suitable meal good reception child terrace rather quiet crossroad perfect coffee tested catering part slightly disappointed quantity first ultimately generous parisian brewery without nla sausage knife goodbut puree cold fortunately price reasonable suddenly complain much perfect coffee dish day small aperitif terrace pleasant good also nice sinstallerlittle staff nice little neighborhood bistro like Bistro
Chez Eugène,4.5,,French restaurant,"17 Pl. du Tertre, 75018 Paris 18","bistro staple plus aperitif long wine list colorful interior bustling sidewalk beautiful restaurant magnificent wine list good advice bistro great product mention snail coast beef bearnaise finally restaurant worthy name montmartre starter dish tothe delicious house moreover beautiful wine list taste passing commandenuns value money perfect price restaurant topnun service topnun server imad classy restaurant jewel wine spectacular lequipe caring werecoming thinking simple glass finished local kitchen feast, including snack hound chaumont excellent dhote room montmartre javoou normally fuck tourtistical place eugène 17 place du mound like charm ofparis simple map fresh product French restaurant"
Le Potager du Père Thierry,4.7,30.0,Restaurant,"16 Rue des Trois Frères, 75018 Paris 18",surprising discovery located heart montmartre smiling reception typical frame value money correct dish really delicious chopper foie gras killing alone downside small room restaurant vegetable patch pere thierry montmarte parisnant start visit montmartrewe choose lunch terrace le potager de father thierry restaurant installed super delicious meal table price worth syndrotal duck parmentier duck pambas meal well prepared especially given price isvery affordable crème brûlée best paris lambing bit small pleasant anyway come back pleasure surprised far cicada found little restaurant chance place dish deliciousit really nice spouse chose egg casserole foie gras Restaurant
Le Coin des Amis Montmartre,4.6,30.0,French restaurant,"50 Rue du Mont-Cenis, 75018 Paris 18",traditional bistro fare like snail steak frites charming corner space ceiling mural excellent retro location small montmartrenmambaite warm pleasant service kitchen top product good kitchen good ingredient various dish deliciousncuisine simple successful terroir excels toilet really dirty shame looking warm place kitchenquality classic look restaurant real treasure ideal special moment simply fun French restaurant
Camone - Restaurant Vietnamien Paris 18,4.7,30.0,Vietnamese restaurant,"103 Rue Damrémont, 75018 Paris 18",vietnamese specialty camone good even advise reserve washing sure table friend advise eat vietnamese restaurant portion small addition cost expensivethis dish cost 14 5 shrimp moreover taste good nice nice restaurant good vietnamese cuisine taste scent good value money go eye closed 2nd timeand time prepared fast understand overwhelmed say neglect preparation case month took shrimp ravioli everything fresh loved nundiscreet kind discreet service come back quickly taste card dish Vietnamese restaurant
Seb'on,4.7,,French restaurant,"62 Rue d'Orsel, 75018 Paris 18",elegantly plated seasonal cuisine rusticchic restaurant window kitchen divine nles dish refined super well executed nles flavor texture beauty dish everything favorite restaurant paris cuisine creative excellent pleasant atmosphere terrace summer pretty little restaurant pleasant neighborhood good value money everything isthere recommend eye closed everyone magnificent discovery menu full flavor exquisite others excellent welcome atmosphere friendly intimate bravo chef team come back soon possible beautiful discoveryoriginal dish refined cuisine innovative chef well perhaps little expensive compared precision flavor affordable gastro restaurant syntate well eat well ndu dish dessert everythingwas balanced gourmet treat always touch seasoning sublimate friendly nservice dish French restaurant
Au Rendez-Vous de Montmartre,4.7,20.0,Couscous restaurant,"15 Rue la Vieuville, 75018 Paris 18",neighborhood restaurant necessarily make want lexterious worth passing porteu202fnambance warm couscoustajine xxl lot choice feasted took couscous chicken couscous dumpling delicious generous wecould finish waiter kindly offered doggy bag reshape tonight super nice personal offered u tea nothing redire perfectly couscous month ago good broth vegetable meat semolina everything waswell cooked nothing reditau today took chakchouka merguez enjoyed put Couscous restaurant
Le Bastringue,4.4,30.0,Bistro,"67 Quai de la Seine, 75019 Paris 19",classic parisian bistro food drink longstanding restaurant canalside table good bistro water pretty terrace pleasant view tree parasol different dish every day addition essential à la carte budget affordable service nice really good address good parisian brewery view canalthe dish excellent well presented staff warm good value money good restaurant deserves known good value money dock seinennous good time good restaurant good quality product good service correct pricewe great time discovered week finding closed door neighboring restaurant good discovery inxcending qualityprix report code quality brasserie edge lourcq canal Bistro
Au Comptoir Du Temps,4.6,30.0,Restaurant,"35 Av. Corentin Cariou, 75019 Paris 19",good address service fast extreme kindness excellent food reasonable price child menu 990 even understands superb discovery soon arrive server server made welcoming difference knew put uslaise remaining discreet service impeccable warm feel well received coming waiting opening room next wild cabaret laccueil service pleasant place convivialnd letabrement close metro stationvillette saturday evening concert looked restaurant would still eat 10:30 p.m. well well received dish generous mm césar salad meat good good address near citysciences children's menu 990 nun time starting little long start service quality lassiette rendezvous Restaurant
Paname Brewing Company,4.3,30.0,Brewpub,"41 bis Quai de la Loire, 75019 Paris 19",international fare beer served unfussy microbrewery terrace canal view setting nice burger good generous sinstalle want according place available reservation order pay bar served order starter dish offset narrive time quite nicein whole visit paname brewing company spacious pleasant setting even fan beer charmed laccueil warm gentleman lentrée la barmaid benevolent tried advise wine beautiful experience excellent brewery beautiful atmosphereideally located terrace giving beautiful view lourcqnle service canal nice control made bar directly Brewpub
Les Bancs Publics,4.5,30.0,Restaurant,"2 Rue de Nantes, 75019 Paris 19",classic brasserie dish like steak frites lightfilled canalside eatery terrace service always effective professional dish always good fresh card change regularly favorite neighborhood restaurant edge water give fresh service top reasonable pricesfor quality quantity summer room open lexterior take advantage canal sun small fresh wind perfect favorite restaurant good flat kitchen corner change every day seasonal ingredient good reportquality price especially midday formula experience redo despite arrival without reservation complete restaurant agreed take u short margin accepted rice pasta carbonara squid chest friend montmakes discover restaurant thank good original fresh friendly fresh friendly really enjoyed liked much come back Restaurant
Symphony | Restaurant Italien | Restaurant Villette | Restaurant Paris 19,4.6,30.0,Italian restaurant,"25 Sente des Dorées, 75019 Paris 19",good italian restaurant presence terrace large roomnbon receptionnplat served good italian restaurant refined dish served welcoming smiling staff good pizza made mr mario came celebrate 20 year son sunday 1711 laccueiland service aperitif height overturned 3 people came take random service order mixture pizza another table one good restaurant 2 step zenith service 6.30pm fast efficient able eat agenerous delicious saltimboca terrace warmly recommend good italienncarte ticket restaurant edenred Italian restaurant
SARL Sofama,4.4,30.0,Bistro,"19 Rue Eugène Jumin, 75019 Paris 19",several evening always well received proposed menu bonnje advises couscous méchoui besides bos also advised following dinar allow post comment describe lincoyable experience little brasseriewho really exceptional culinary level service really welcoming lécoute wish nice continuation passing chance little alleyway came across little restaurant saw xa0couscousxa0 weare left attempted excellent restaurant good service léquipe recommend couscous homemade good qualityprix ratio thank kindness laccueil le couscous royal deserves name reasonable price small tastinga south african wine concert evening start well Bistro
Soces,4.5,,Seafood restaurant,"32 Rue de la Villette, 75019 Paris 19",superb experience chef residence apart dish concern salt rest extraordinary specialization sauce cooking pigeon perfect bottom house already 56 passage wealways delight little dish share make happiness natural wine lambing top always good time bistro taste space certain charm subdued friendly atmosphere recommend monkfish tarama share labricot dessert delight Seafood restaurant
La Cantine Bretonne,4.5,30.0,Creperie,"22bis Rue de l'Ourcq, 75019 Paris 19",stylish restaurant offering traditional breton cuisine pancake plus cider cocktail pancake pancake generous card always original demonstrates creativity cook even accompaniment offer interesting option server reactive smiling great place savor real breton pancake service impeccable asuper nice staff caring server adorable cute put immediately laise plate plate good restaurant welcoming child server offer launch dish child pancake original good wehave tested wakame breton hot dog Creperie
Chez Papa Paris 19,4.2,30.0,French restaurant,"13 Rue du Pré Saint-Gervais, 75019 Paris 19",taken nndeux boyard salad 1 complete egg 1 unclean quality product generous dish well successful cooking welcoming polished price correct view meal highly recommend nice little restaurant welcoming welcoming onelarge range choice little disappointed cooking meat rest table everything passed well French restaurant
Le passage à niveau,4.4,30.0,Restaurant,"2A Rue de l'Ourcq, 75019 Paris 19",seasonal main small plate served lightfilled eatery featuring terrace vegetable bed big crush place shared lot tapa 3 lendroit super beautiful friendly little nugget nature middle 19th seasonal food lot vegetable well executed gravlax salmon evening discovered different place passageat level restaurant large vegetable garden come create dish really cheap tapa good especially adored trout restaurant everything please good general welcome always service iseffective kitchen good fresh time passed slow somewhat surprising charming good good kitchen market setting pleasant view vegetable patch large bay window beautiful terrace beautiful day asmall oasis neighborhood good address eat fully validate level passage Restaurant
BOTZA - Paris 19,4.6,30.0,Restaurant,"86 Rue Botzaris, 75019 Paris 19","feast worthy greek nnasant planned stopover day capital take advantage favorite neighborhood restaurant 19th léquipe impeccable super nice lendroit pretty pleasant terrace large enough choice dish large enough andgood quality sell pizza damage room full noisentenmous everything else perfect kitchen dish high personal quality welcoming smiling, tasty generous rapid nice reception reactive server 4 cheese pizza deliciouseven reblochon take little much taste thank meal Restaurant"
Les Frères Laumière,4.7,30.0,Restaurant,"3 Av. de Laumière, 75019 Paris 19",cannot put 5xa0njai spent good time server great knew advise u drink dish responding absolutely delicious refined desire many flavor dish day excellent andthe reasonable price really appreciated hope come back cocktail dessert everything delicious embellished sympathy communicative smile manager organized pot restaurant wedding ceremony laccueil town hall exceptionaldelicious food warm joyful lambide thank make day even memorable came afternoon little dog warm welcome dish delicious generous small downside service little long restaurant fullit understood Restaurant
L'Escargot Bar,4.6,30.0,Restaurant,"50 Rue de la Villette, 75019 Paris 19",snug neighborhood barrestaurant serving creative take french classic plus wine pairing well dinner skewer pambas snail little dry ride nle remains super good 3 burnt cream incredible killing place warm atmosphere come choice lifespan advice bartender finish meal wonder everything isdelicious super qualitative find essential taste sublimated food good food interesting menu offer kangaroo steak ordered meat tender shame vegetable given fatfresh would nice bar far part holiday nice people warm atmosphere staff smiled girlfriend ate ravioli porcini mushroom said delicious wine expensive good surely careful carefulto last survivor nostalgic bar revolving era real pirate bar kitchen open behind giving Restaurant
Le Patio,4.3,,Restaurant,"8 Rue Augustin Thierry, 75019 Paris 19",coming three dinner comfortable setting terrace unexpected view place de festival photon3 cocktail 3 starter 3 dish 3 dessert 40cove without wine good dish nice service lambing saturday afternoon sonot best time good cuisine ate one best beef life original dish always well seasoned super nice manager modernize decor would perfect dish good special mention cheesecakenle server adorablevery effective thank good value money thanks forknfrites homemade tarte tatin delicouseni recommends Restaurant
L'ILIADE,4.6,30.0,Mediterranean restaurant,"59 Rue de Belleville, 75019 Paris 19",nice discovery pattern top bos capable changing card demand went 2 little romantic meal disappoint little restaurant really discover good moment great restaurant beknown delicious mediterranean cuisine decor cozy wall carpet bos cook friendly excellent oriental greek cuisine say spicy refined recommend dish grilled lane melting generous fetaépinard core alone moussaka disappointing disappointingunwelcome baklava delicious moment delicate gourmet lunch exotic thank chef staff caring hot aromatic bread delicious dish whether meat vegetarian liliade really deserves diverted recommend rue de belleville Mediterranean restaurant
Tonton Jaurès Restaurant,4.1,40.0,French restaurant,"174 Av. Jean Jaurès, 75019 Paris 19",good little restaurant hearty meal service fast good welcome superb small restaurant denviron 30 seat length warm smiling pretty waitusesncuisin excellent chicken burger good fry salad exceptional board like burger homemade fry nlesare dynamic bos shopping brunch sympathetic sunday correct price menu classic scrambled egg bacon pancake muffin fruit juice hot drink good time small downside pancake cooked bizarreat top kitchen correct good address French restaurant
Le Cadoret,4.3,30.0,Restaurant,"1 Rue Pradier, 75019 Paris 19",typical french food set menu option cozy corner restaurant street terrace spent nice evening cadoret dish original well made friendly wine menu selection made mainly natural wine good address neighborhood bistro lunch nd simple seasonal product reduced choice flat denture anddesserts lunch menu friday evening meal 1st excellent visit inventive bistro cuisine superb work respect cooking generous good value money entry shell flat mushroom place yellow nice saturday company copainsnarrivéat time well received busy u waiting two latest girl theater made super available despite reputation bistro left u hope much better menu day lukewarm entry mechickpeas cooked one fish cooked perfection accompanied topinambours cooked decidedly dessert great banality Restaurant
Mensae,4.5,,Restaurant,"23 Rue Melingue, 75019 Paris 19",upscale venue highend french classic sharing plate wine modern minimalist space warm family room simple reinforcement sparkling kitchen finesse creativity savory remarkable sweet tasting menu dinner reasonable price paris good wine including list moment dami pricebravo perfect start finish false note taste decoration super cozy service pleasant kitchen delicious routzy quickly super neighborhood restaurant advised u disappointed kitchen almost gastronomic remains accessible worththe price could put sixth star would casnune pretty discovery restaurant look district beautiful discovery dish well worked dessert also good recommend Restaurant
Chez JJ,4.7,30.0,Restaurant,"174 Av. Jean Jaurès, 75019 Paris 19",establishment breathes lauthentic brewery neighborhood welcoming smiling card simple various homemade fact quantity rendezvous burger generous served fry real good surprise passing neighborhood came acrossrestaurant chance kitchen simple house excellent laccueil lambide small neighborhood restaurant great price reasonable make absolutely extraordinary restaurant good food live music delicious dessert best service iwill undoubtedly come back Restaurant
Symphony | Restaurant Italien | Restaurant Villette | Restaurant Paris 19,4.6,30.0,Italian restaurant,"25 Sente des Dorées, 75019 Paris 19",kabyle bar bistrot lambide warm joke friend exit work excellent surprise pay lexterior good kitchen really affordable price 12 dish day steak sauce pepper friesnemployed super nice really goodaddress recommend followed comment google regret mixture bistro restaurant warm welcome wife took royal couscous real degree qualityprix unbeatable flavor disappointed many things.good semolina cooked sauce salty meat warmed defrosting according server excellent kitchen card day wide variety meal generous kitchen couscous unbeatable price family recommend Italian restaurant
Bistrot La Grange - Restaurant Paris 5,4.6,20.0,Restaurant,"17 Rue Lagrange, 75005 Paris 5","friendly welcome nice personal date linstallation ordered duck confit bourguignon beef little datent dish nothing dornmal confit good bourguignon beef little bistro nice good kitchen impeccable service, howeversalle little cold winter nevertheless recommend bistro would benefit better known price correct quality home good proportion everything made homenjai taken dish daynun cillaud pan -fried crust dherbeslemon risotto excellent super bistrot good welcoming staff impeccable service highly recommend Restaurant"
L'Epoque,4.4,30.0,French restaurant,"81 Rue du Cardinal Lemoine, 75005 Paris 5",fixedprice menu scallop beef tartare burger cozy space art nouveau flourish often returned family think bos changed foie gras dry seen dated burger pan -fried tartare took spouse burnt ask redo tartare evenerror go back damage boyfriend went saint sylvestre menu exquisite liver foie gras melted mouth best could eat service impeccable quick server kindand attentive thank superb evening excellent egg poached rich sauce start followed good steak tartare chocolate mousse milk chocolate service efficient simple decor restaurant picturesque reason recommend French restaurant
La Pie Noir,4.7,50.0,French restaurant,"5 Rue de la Montagne Ste Geneviève, 75005 Paris 5","warm welcome, kitchen generous everything great time nje recommends particularly excellent dabord welcomed friendly staff real owner ramses dog throw magnificent breton french look incredible wordask server excellent evening la pie noire nresto chosen google review nice surprise nun smiling welcome already thank lady bcp forget catering French restaurant"
Selva,4.8,,Latin American restaurant,"22 Rue du Sommerard, 75005 Paris 5",casual restaurant vibrant decor plating traditional latinamerican seafood meat dish greeted pleasant smiling team birthday dinner bringing together 10 people selva among best chic restaurant paris always return pleasure dish real immersion south america selva offer authentic creative cuisineto amazonian inspiration passing paris professional reason dinted alone restaurant whose google note flatteusenla decoration colored rather sober installed bench Latin American restaurant
La Méthode - Restaurant Paris 5,4.3,30.0,French restaurant,"2 Rue Descartes, 75005 Paris 5",first ordered entrance tartare avocado shrimp really tartare mayonnaise lacked little taste mustard good good homemade confit potato could morefondant however friendly location pleasant eat astonished dish delicate beer also high quality living atmosphere always good experience method place drink delicious dish dinner restaurant restaurantis quiet offer good atmosphere great discovery afternoon card specify children's menu 10 staff little care quality dish recommend French restaurant
Caluche,4.6,40.0,Restaurant,"12 Rue de Mirbel, 75005 Paris 5",superb neighborhood restaurant qualitynnnles cool entrance allow pleasantly start meal thanks discovery simple high quality unpretentious delicious careful welcome friendly perfect wine menu asking happiness quickly excellent kitchen original kitchendishes perfectly cooked crunchy taste taste sympathetic service like real atmosphere refined parisian bistro dinner divine romantic nnune card dish share varied second experience caluche still good refined cuisine good product settingvery pleasant ideal even little -frequented street connolly corner reigned long time decide write opinion Restaurant
OTTO by Eric Trochon,4.7,,Restaurant,"5 Rue Mouffetard, 75005 Paris 5",restaurant real culinary discovery strolling without specific goal rue mouffetard attracted storefront small establishment immediately captured attention without knowing second time jy return address nugget inai never disappointed il ny bad choice everything really good laccueil warm recommend restaurant couple friend even family thank experience spotted time pretty address tourist streetmouffetardnici table counter lose anything scent beautiful discovery excellent restaurant small tapa format dish share lactius warm feel good food good quality dish well executed tasty jaiparticularly appreciated delicious cheesecake dessertnje recommends restaurant worked recipe exquisite taste caring staff Restaurant
Au Moulin à Vent,4.7,,Bistro,"20 Rue des Fossés Saint-Bernard, 75005 Paris 5",search dauthenticity want find paris dantan right place nrien na bouged since 1950s zinc bar la bantes rouge lunch windmill great time parisian bistro pretty bar inzinc dish faithful tradition charmed u nice setting quite nice place like dynamic nice card server make want good selection wine wonderful parisian bistro loved experience windmill generous impactful andreally tasty service caring cool absolutely friendly loved immense bone good little disappointing compared expectation carried nothing reversing Bistro
L'invitée,4.5,,French restaurant,"8 Rue Thénard, 75005 Paris 5",creative dish organic wine cocktail offered relaxed stylish environment excellent nvegetan pig meal low temperature cooking enjoyed quite sweet delicious good warm setting restaurant neighborhood map simple dish correct cooked house beef bavet baked homemade fry beef fatthe portion important price chosen restaurant random loccasion lunch daffaire ntrès beautiful discovery dish excellent fresh product impeccable service especially given context server arrived French restaurant
Atelier Carnem,4.6,,Meat dish restaurant,"5 Rue du Pot de Fer, 75005 Paris 5","international meat paired wine rusticchic eatery stone wall sand floor excellent evening, quality cuisine good experience love meat owner meat lover redo special rebuilding chemichurri sauce homemade mama superb discovery new owner exceptional job passion forquality meat felt laccueil plate warm friendly setting beef piece simply looking place eat good meat tasty accompaniment advise delight without counting laccueil andtop service Meat dish restaurant"
Le Refuge du Passé,4.5,,Restaurant,"32 Rue du Fer à Moulin, 75005 Paris 5",could note 65 binding really best restaurant paris went typical southwest kitchen absolutely delicious really rare dauss eating well good restaurant map small guarantee qualitythe dish generous slightly high price server friendly vintage heterogeneous setting discovery pleasant restaurant nestled small parisian street traditional simple quality service also quality Restaurant
Le Passage,4.2,30.0,French restaurant,"46 Rue des Fossés Saint-Bernard, 75005 Paris 5",pleasantly surprised quality perfectly cooked lentrecôte monaco dosed perfection dessert delicious big plus gourmet lassieting able choose hot drink took 1 dish day 2 prsn theredelicious quantity enormous dish exquisite especially price service good fast without lambing small bistro like good moment fast efficient service eaten well burger excellenti recommend friendly atmosphere magnificent setting good cuisine superb restaurant nice personal atmosphere nice young owner friendly team succulent imagenguisine good choice wine went 2 time surely return French restaurant
Le Petit Prince de Paris,4.1,,Fine dining restaurant,"12 Rue de Lanneau, 75005 Paris 5","cozy restaurant whimsical decor making refined french dish incorporating highend product romantic restaurant homemade dish dessert located small quiet street ideal spending pleasant moment service fast small error sauce requested quickly corrected tart quality product taste dishesit term addition recommend restaurant unfortunately setting pretty traditional tasty cuisine service sometimes playful smiling sometimes little courteous depending server rather pleasant environment recommend quality dish menuat honest price reason came two reservation well placed table comfortable bench service much thought first time restaurant le dish well successful kitchen goodin charming setting, three chocolate foam nevertheless disappointing more, service leaf something desired non -delicacy chief server also fact two server despite formed making lexperience somewhat frustrating andunpleasant Fine dining restaurant"
El Cervantes,4.7,30.0,Restaurant,"46 Rue Daubenton, 75005 Paris 5",address discover feast tapa made spot young attentive young bos offer beautiful varied card affordable price slice pork net toasted bread candied onion wearing good address tapasnnating owner changedthe product different nice discovery go went restaurant al cervantes sunday evening hesitating little dentre seeing room empty coming long time havediscovered pleasure new owner team good tapa restaurant served care love must support type authentic restaurant invested customer yet complete npetit tapa bar central kitchenwhere leader see everything preparing minute wine good excellent tapa spanish Restaurant
Le Vieux Bistrot,4.6,40.0,French restaurant,"54 Rue Mouffetard, 75005 Paris 5",familiar dish served quaint restaurant featuring wood beam exposedstone wall ali nice super server extremely smiling great mountain chalet atmosphere paris stopped little brasserie friendly storefront cozy warm small restaurant offer raclettes fondue pierrades anda savoyard tartiflettenil dish must minimum two take advantage dish share price great time left specially raclette disappointed charcuterie good quality house also offer menu addition theraclette tartiflette fondue friend stopped chance restaurant welcomed big smile discovered card rich regional specialty traditional cuisine dish French restaurant
narro,4.7,,Restaurant,"72 Rue du Cardinal Lemoine, 75005 Paris 5","charming brickwalled bistro outdoor seating serving upscale local dish lunch dinner delicious nicely presented pork bit hard japanese waitress enthusiastic constantly smiled selection wine limited could benefit dopions favorite restaurant paris nothing dish beautiful visually absolutelyincredible mouth already 5th 6th time come certainly last one adored experience narro location family lunch could take starter dish everything delicious withmany flavor texture everything delicate tasty me, perfect can't wait come back family visit lunchtime long time flat also took cookie straight oven delight vegetarian vegetarianthe duck fish excellent well starter mixture flavor dish love restaurant good sublime flavor gourmet dish nice team never disappointed Restaurant"
Papilla,4.6,30.0,Italian restaurant,"9 Rue Soufflot, 75005 Paris 5",good italian restaurant value money interesting dish well made ingredient fresh special mention truffle spaghetti absolutely delicious lambing pleasant service correct perfect regina dinner good pizza garnished.a little expensive classic pizza 15 good italian restaurant really liked improve underside pizza little burned hygiene cancer think otherwise everything good pizza service well slight failureon opening bottle wine server eager change pleasant u thank dimitri nothing complain really great time papilla food good great bottle wine anda top service lot dambiance even tuesday evening recommend without hesitation Italian restaurant
,,20.0,Lebanese restaurant,"14 Av. de Versailles, 75016 Paris 16","non -sparkling house killing really refreshing tastenjai taste taken mixed chicken, friendly chicken, dish excellent lot flavor, little care arrival chance front restaurant, cheating ruenquel isdelicious impeccable sympanci service makeup gps mistakenly lead keep address preciously delight Lebanese restaurant"
